ci,tipo_tramite,fecha,codigo_qr
9967,nuevo,04/12/2020,7a915s8742u7:17524
2162,nuevo,04/12/2020,6a387m4401a8:57485
409,perdida,04/12/2020,9c420s7125k1:48177
2709,renovacion,04/12/2020,7w858z4541d9:96528
4292,renovacion,04/12/2020,7k348g2845c2:41826
1639,renovacion,04/12/2020,1n661u8100e1:68549
3899,perdida,04/12/2020,8k773p7065j4:87469
3302,nuevo,04/12/2020,7l115x4631q0:34195
1252,renovacion,04/12/2020,8o317y5333c2:55286
3472,renovacion,04/12/2020,3m280w4256x0:21445
741,perdida,04/12/2020,7r242j3653b4:92849
1621,nuevo,04/12/2020,8t108o6457d9:71914
7378,nuevo,04/12/2020,7d751n3319f0:11909
5989,renovacion,04/12/2020,7m924q3480r1:58843
1010,nuevo,04/12/2020,9t360p9918c2:14709
8811,renovacion,04/12/2020,5a306z1273m8:81263
395,renovacion,04/12/2020,4m867o3486x6:19874
7251,renovacion,04/12/2020,9x981m7256r9:63302
1665,perdida,04/12/2020,8a399x5756x9:11871
7743,nuevo,04/12/2020,2b558y5228k9:24007
482,nuevo,04/12/2020,6s600u6709m3:19952
4440,renovacion,04/12/2020,4q963k7682n8:12433
9,nuevo,04/12/2020,1v261j8569n4:77510
1805,perdida,04/12/2020,2h197g9575g0:48318
7443,renovacion,04/12/2020,4e491l4792d5:16961
5873,renovacion,04/12/2020,2k441m7347e3:62634
9410,renovacion,04/12/2020,2y326z6789m9:60848
563,perdida,04/12/2020,6p995m5301d9:85574
7046,renovacion,04/12/2020,5h546h1323h4:35510
4904,renovacion,04/12/2020,7v108l1441o2:81592
4925,perdida,04/12/2020,9a624u5801q2:52592
1701,nuevo,04/12/2020,7v989b7280y5:38465
43,nuevo,04/12/2020,8g253q2129w2:29333
5428,renovacion,04/12/2020,9t995j5467j9:25344
9303,renovacion,04/12/2020,2h767n9616f2:78001
1532,renovacion,04/12/2020,6x565l2202y2:57686
4439,renovacion,04/12/2020,2t612a9917e0:43692
3139,renovacion,04/12/2020,6u855t7047j2:29302
7831,renovacion,04/12/2020,2r768n5956k8:16028
2426,nuevo,04/12/2020,9n113m6293z8:53470
4439,renovacion,04/12/2020,6d260i8243m5:21018
476,renovacion,04/12/2020,4g211v5750z9:81835
8838,renovacion,04/12/2020,5v371n5969c3:77375
4129,nuevo,04/12/2020,5n329n5121f7:27494
1211,nuevo,04/12/2020,9c390y7558k4:25898
4483,perdida,04/12/2020,2k158g7685f4:48188
6123,renovacion,04/12/2020,1u302q1217j9:63110
9823,nuevo,04/12/2020,1y943v4866k3:70453
4253,renovacion,04/12/2020,7e183g7373u1:89170
9158,renovacion,04/12/2020,4m765c2317w1:70242
2368,renovacion,04/12/2020,2j582z1119x1:46892
6375,perdida,04/12/2020,4m149g7644e2:30113
304,renovacion,04/12/2020,1o106f1474n7:18019
8470,renovacion,04/12/2020,8u301n6390y4:38128
6763,renovacion,04/12/2020,2k243r8407a9:25587
6167,renovacion,04/12/2020,8c133h3644g9:27156
9427,perdida,04/12/2020,3l174k7960p2:48957
5333,nuevo,04/12/2020,5j683h8964d6:89839
9707,perdida,04/12/2020,4w837j8449m8:96101
2733,renovacion,04/12/2020,3g181p2771p7:95790
3544,perdida,04/12/2020,7g554n4554n0:79413
4826,nuevo,04/12/2020,1p766d6597g5:82656
7482,renovacion,04/12/2020,2k114s6797z0:88699
6231,renovacion,04/12/2020,3c826v6258i3:99184
6057,perdida,04/12/2020,8y233m1784o2:68862
3809,nuevo,04/12/2020,4y964f5020h7:57045
3232,renovacion,04/12/2020,5f774h1408e7:19135
3908,nuevo,04/12/2020,2m798j3443b0:13612
6888,renovacion,04/12/2020,5o365k4692g2:64360
1150,renovacion,04/12/2020,3t777h7742c4:45978
5532,renovacion,04/12/2020,9u430h4603j5:54323
6556,renovacion,04/12/2020,3k778x6907c6:10030
4262,renovacion,04/12/2020,1b909j5090p0:24761
2252,renovacion,04/12/2020,5l481s9292r6:23937
8527,perdida,04/12/2020,4s684v1099t0:80570
1795,perdida,04/12/2020,6j642y8565g3:48811
7035,renovacion,04/12/2020,6j738e2489a6:78235
2106,renovacion,04/12/2020,7y188a6815k2:26638
4426,perdida,04/12/2020,7k143v1296j4:98075
2312,nuevo,04/12/2020,2h633y7359h4:23265
5588,nuevo,04/12/2020,6s278y2136p6:27733
3557,perdida,04/12/2020,9m493z7688g5:16007
3684,perdida,04/12/2020,8b814y2345d1:45772
9606,renovacion,04/12/2020,9t614w8912p5:43606
4066,nuevo,04/12/2020,8g541u8877x3:82984
8988,renovacion,04/12/2020,7r952y3287e4:76390
3547,nuevo,04/12/2020,9n947x6585u1:14427
6212,perdida,04/12/2020,5o250g4625a1:60137
1427,renovacion,04/12/2020,9f688z3745y5:82417
4373,renovacion,04/12/2020,9l886u3917s6:90286
4405,renovacion,04/12/2020,1u194p8707q9:45648
7894,renovacion,04/12/2020,4g267f8196b6:23769
208,renovacion,04/12/2020,2e577f8090v1:67595
905,perdida,04/12/2020,7q828d6873t6:79171
9488,nuevo,04/12/2020,8l495f7647c4:72531
641,nuevo,04/12/2020,3z362e4064q8:47443
2866,perdida,04/12/2020,5h682b2266d5:58443
5771,renovacion,04/12/2020,7v948m7408v3:36647
9136,renovacion,04/12/2020,2b319e9657e3:24701
5070,renovacion,04/12/2020,7i795f4290w8:24000
6698,renovacion,04/12/2020,8x817p7894p7:96194
7405,perdida,04/12/2020,8n324b2119o8:40357
8359,renovacion,04/12/2020,8u228i5887c3:29481
7054,renovacion,04/12/2020,5n546s6679z1:24177
3200,renovacion,04/12/2020,5c761r6245q3:15938
9868,renovacion,04/12/2020,7p488v3035k8:60282
3234,perdida,04/12/2020,7d474r2527t5:84338
9306,renovacion,04/12/2020,1j272m2718k8:43494
3953,renovacion,04/12/2020,2l560w6709v5:25545
7452,nuevo,04/12/2020,1s276g3318d8:96221
2526,nuevo,04/12/2020,8j668i1447j6:18101
205,renovacion,04/12/2020,8f644m5920x7:93936
1591,nuevo,04/12/2020,3m446h6462n6:45044
4591,renovacion,04/12/2020,7o203d5889g0:39161
8094,nuevo,04/12/2020,1f878w2203t3:28635
8210,renovacion,04/12/2020,8a611k3179f9:45419
1989,renovacion,04/12/2020,3h504o9013r8:91890
5040,renovacion,04/12/2020,5y827l5536u5:36947
1762,nuevo,04/12/2020,3m290z6769g8:94554
3716,renovacion,04/12/2020,6b968r7195b4:14485
6852,perdida,04/12/2020,7t502p8117p5:81630
2385,renovacion,04/12/2020,8e225v6063e0:21780
6203,renovacion,04/12/2020,1i922o8268o8:21344
4280,nuevo,04/12/2020,1z737e8333s3:44675
3618,perdida,04/12/2020,2m797q1676p2:21860
9901,renovacion,04/12/2020,6t484w9399x8:48409
4900,renovacion,04/12/2020,5u200r5629s0:28654
1244,renovacion,04/12/2020,1c440p6074x4:98266
1475,perdida,04/12/2020,8y480b3037f6:52995
5096,nuevo,04/12/2020,1x918n9134l4:16009
7231,perdida,04/12/2020,3t549t5938o4:69749
5773,nuevo,04/12/2020,8q102d9173b3:27724
3417,renovacion,04/12/2020,8i517r8666k5:20614
2965,renovacion,04/12/2020,6i747y9453c7:16964
5421,perdida,04/12/2020,2a885n7028g7:42686
7134,renovacion,04/12/2020,3v432a5212l9:40109
798,perdida,04/12/2020,5q927m5482d6:85832
5197,perdida,04/12/2020,5k350e6665s8:93811
2041,nuevo,04/12/2020,8l589n3500e4:32367
5933,renovacion,04/12/2020,7m184j7142v3:54198
502,nuevo,04/12/2020,2f284f5714u7:38699
9603,perdida,04/12/2020,3o622o6543c6:71254
9396,nuevo,04/12/2020,6p273p5765l2:91438
7452,nuevo,04/12/2020,1v360h2919u0:58137
25,perdida,04/12/2020,2t722n7215t9:41167
2096,renovacion,04/12/2020,5x319e2353g3:47207
4938,renovacion,04/12/2020,9c760t4291u7:20471
4796,renovacion,04/12/2020,6s741i1059o6:69048
7558,renovacion,04/12/2020,2b436p9964p5:61755
5529,renovacion,04/12/2020,3z586e1730w4:29040
9869,renovacion,04/12/2020,1s583g8968n0:46712
9177,renovacion,04/12/2020,6n389x5392e9:22291
2544,nuevo,04/12/2020,1v265x8332b8:66477
4771,renovacion,04/12/2020,6v920h5874b4:61687
9999,renovacion,04/12/2020,4l360q9637u2:90116
143,nuevo,04/12/2020,4e710d8038q1:78636
9696,renovacion,04/12/2020,1i385t7807c6:26526
2985,renovacion,04/12/2020,1k519f7663k4:58212
1600,perdida,04/12/2020,6k863h8430i3:54761
250,renovacion,04/12/2020,2e478p8214n3:31307
2282,renovacion,04/12/2020,6r596s2969u8:10329
969,renovacion,04/12/2020,9j562q9239m5:39186
642,renovacion,04/12/2020,1m922d6032r4:79809
9102,nuevo,04/12/2020,6n223f7508m2:87815
9817,renovacion,04/12/2020,2h959d1433f6:10145
7336,renovacion,04/12/2020,6y189p5019n6:29924
6253,renovacion,04/12/2020,2o404v4310d2:65164
3042,nuevo,04/12/2020,7k910i9219f0:17851
6778,renovacion,04/12/2020,2b758u5522x4:19150
179,perdida,04/12/2020,6s334c1195a2:73152
9087,nuevo,04/12/2020,6m341u9080q3:53672
3906,nuevo,04/12/2020,3u253y8842d7:32812
3108,perdida,04/12/2020,8e981w8619a4:60779
31,nuevo,04/12/2020,1p915e1372v8:41309
7835,perdida,04/12/2020,5l892l5681h8:24268
6837,renovacion,04/12/2020,1c994p8805x9:81845
2987,nuevo,04/12/2020,6q604b3207z2:50104
4309,renovacion,04/12/2020,1y892i7665s2:76668
6236,perdida,04/12/2020,2n107u9334n3:61122
8489,renovacion,04/12/2020,8f878q5732k8:18829
3496,nuevo,04/12/2020,8y658d8415d0:45769
475,renovacion,04/12/2020,8g185t4553c1:12914
8832,renovacion,04/12/2020,4w758v1719d8:32398
8683,renovacion,04/12/2020,2x997y6004z9:96030
8221,nuevo,04/12/2020,3w686o9253d7:35992
1258,renovacion,04/12/2020,5g991a1212v5:39108
8600,renovacion,04/12/2020,6e680e2383z3:23371
5758,renovacion,04/12/2020,1c137k1936z5:13277
5388,nuevo,04/12/2020,9u986z3953x6:86540
3661,nuevo,04/12/2020,1s128p4104f8:50334
7765,renovacion,04/12/2020,7h525i5085w1:61088
6293,nuevo,04/12/2020,7k946u6865e4:87387
6897,nuevo,04/12/2020,4z573v5847t2:88544
7467,perdida,04/12/2020,7f683m1205h6:88519
8453,perdida,04/12/2020,4l178g1158l0:10690
8313,nuevo,04/12/2020,5e378l3976p6:33241
9237,renovacion,04/12/2020,7a388z4569j9:61895
8333,renovacion,04/12/2020,2y504m1376t1:58215
4633,nuevo,04/12/2020,3n491g4464k7:32772
5470,renovacion,04/12/2020,6u465j9316f1:40032
6301,renovacion,04/12/2020,4q154m1449w7:67033
6020,perdida,04/12/2020,8x418u4280f0:63748
3487,perdida,04/12/2020,4q420d1512m5:37531
3741,perdida,04/12/2020,7x982d7012a0:80128
9207,perdida,04/12/2020,7z500t2828t5:43103
1983,renovacion,04/12/2020,8p806d8499m9:69653
6669,perdida,04/12/2020,9v183h2836h7:15758
6109,renovacion,04/12/2020,8d355f3593f1:89764
6245,perdida,04/12/2020,9q215e1906x7:27773
1598,renovacion,04/12/2020,8t974m1728c6:18953
1540,renovacion,04/12/2020,7w335k2098v4:96616
7201,renovacion,04/12/2020,7w788v6907r5:64120
3915,perdida,04/12/2020,3k813r5822r3:48869
3553,perdida,04/12/2020,7o495z4719t9:56214
1331,renovacion,04/12/2020,3r205f8408s2:92918
4641,renovacion,04/12/2020,9s180v2083b1:30204
6435,renovacion,04/12/2020,5a719s9295r9:75335
1380,perdida,04/12/2020,9a938a7690k9:82473
255,renovacion,04/12/2020,5l238i9973b4:38218
3563,renovacion,04/12/2020,3z296a6435a5:17655
8194,renovacion,04/12/2020,8x539l9091t7:56852
8764,renovacion,04/12/2020,9n565v6923a8:42123
9733,perdida,04/12/2020,8l178a7978o3:74003
3892,renovacion,04/12/2020,9d555h5911y6:62822
8787,perdida,04/12/2020,3u434p2936z3:13208
2862,nuevo,04/12/2020,4q573o1886p2:92757
2973,renovacion,04/12/2020,6t406v5878u1:89899
4964,renovacion,04/12/2020,5r654d3009f7:72913
9053,perdida,04/12/2020,5p581u6059y3:83196
6128,nuevo,04/12/2020,1n209i8986q3:90137
2675,perdida,04/12/2020,7k612m6913p2:47899
932,perdida,04/12/2020,6j266x2782r4:72999
8717,nuevo,04/12/2020,4f602x1590o0:77584
4590,renovacion,04/12/2020,2b305i1267k5:64091
4761,renovacion,04/12/2020,1f480b3152p9:53203
2310,renovacion,04/12/2020,1r548b9957d6:71096
6501,renovacion,04/12/2020,8n665k2172c3:62006
4504,nuevo,04/12/2020,8j297n5372n4:15399
865,perdida,04/12/2020,2d897p2951n3:70675
1079,renovacion,04/12/2020,1k175k7081h4:32161
9524,perdida,04/12/2020,1b401i7872j7:20148
4612,renovacion,04/12/2020,2q775f2497c4:18733
366,nuevo,04/12/2020,8d140f5973a5:90558
694,nuevo,04/12/2020,5e259u4057l9:28317
6325,renovacion,04/12/2020,8c737s2474v0:62111
9212,perdida,04/12/2020,7i181h3077y4:57799
5632,perdida,04/12/2020,9z688w9234t7:76264
6059,renovacion,04/12/2020,2h571x4021t7:62982
2695,renovacion,04/12/2020,6u363r2850z6:44994
5069,renovacion,04/12/2020,1b628r8672a7:22172
4459,nuevo,04/12/2020,2y505z3188g3:49511
8538,renovacion,04/12/2020,6h418a1116g8:64944
8996,renovacion,04/12/2020,5m449a9274b2:90431
4616,perdida,04/12/2020,2w245r3783l9:58883
2573,nuevo,04/12/2020,3o495i2786s1:27716
7776,renovacion,04/12/2020,9m948g7569z4:94313
4440,renovacion,04/12/2020,4j409n2682r9:18738
8803,perdida,04/12/2020,9z970a3110b7:50381
5986,nuevo,04/12/2020,5l155t6566i8:69449
4694,nuevo,04/12/2020,6d274l8384v6:89441
1742,renovacion,04/12/2020,9a745m6934c3:56004
7145,renovacion,04/12/2020,9e856a7425g0:84824
2002,renovacion,04/12/2020,6l859l9768d8:40928
7281,renovacion,04/12/2020,6d111q4236n1:84959
8902,renovacion,04/12/2020,8z755m4027v0:44782
9725,renovacion,04/12/2020,9d623b7269h2:60485
9982,renovacion,04/12/2020,9g544c1039u0:31224
238,nuevo,04/12/2020,8x610e8193j3:10013
5722,nuevo,04/12/2020,4q122c9814z7:96288
2653,renovacion,04/12/2020,4g176n5797z6:44552
2485,renovacion,04/12/2020,5s111s1495t4:27638
8100,renovacion,04/12/2020,4l215q6760t2:52076
3199,nuevo,04/12/2020,3g905a8422a6:24480
270,renovacion,04/12/2020,5o534y6298m0:89821
8137,renovacion,04/12/2020,6g399i4380h9:84218
7282,nuevo,04/12/2020,6n822u2244x2:92015
2531,perdida,04/12/2020,3v547e5489c5:66121
7056,renovacion,04/12/2020,5s840h6511l2:88266
4721,nuevo,04/12/2020,2t166k9538q5:87946
321,renovacion,04/12/2020,3u262l1614r1:17526
7371,renovacion,04/12/2020,8m243z5315z7:27297
9640,perdida,04/12/2020,7u845q8581q2:49500
6506,nuevo,04/12/2020,5s930y7240w9:84400
3012,renovacion,04/12/2020,6w375d2698c1:36261
2741,renovacion,04/12/2020,8j921h5526m9:11166
595,renovacion,04/12/2020,8v325i3555m3:64962
4987,perdida,04/12/2020,7u869q7991f8:18936
7137,nuevo,04/12/2020,2s528t6421f9:96272
531,renovacion,04/12/2020,1a695a4834h9:79326
3963,nuevo,04/12/2020,3j501j9226l3:18811
4485,renovacion,04/12/2020,3z303c1005m4:90213
1073,nuevo,04/12/2020,9s121j1083h5:41902
1764,nuevo,04/12/2020,2t234a3078c3:11649
2173,perdida,04/12/2020,5a858u9373v6:27050
5483,nuevo,04/12/2020,6h891u2956w1:70869
365,renovacion,04/12/2020,4j331a9600b5:42692
6743,renovacion,04/12/2020,9d605l9810r1:90871
1639,nuevo,04/12/2020,6u235d7691d8:85220
6822,nuevo,04/12/2020,3f559j2997o5:94805
8970,renovacion,04/12/2020,4g239l8543o7:75343
6305,renovacion,04/12/2020,2d622n1734p3:65610
3503,renovacion,04/12/2020,7e316i9173y9:83376
9365,nuevo,04/12/2020,9w401h5801u4:45356
5068,renovacion,04/12/2020,4a727m5215g7:91225
6363,renovacion,04/12/2020,4t116j2579a7:17597
2704,renovacion,04/12/2020,2k934q4577i8:24109
2893,nuevo,04/12/2020,4t615l8343y6:30553
8431,renovacion,04/12/2020,3z868t2126d9:65417
6668,nuevo,04/12/2020,4v977l6478b5:32087
6176,renovacion,04/12/2020,7j471p6757f9:20148
8034,renovacion,04/12/2020,2w723u8489h5:75347
4541,nuevo,04/12/2020,5h835c7657m8:24798
8724,renovacion,04/12/2020,2t404q1416k8:77164
294,renovacion,04/12/2020,3t459e1928j2:65259
3403,renovacion,04/12/2020,9w256v2053p3:95184
6614,renovacion,04/12/2020,7s981d9014p0:56637
4803,nuevo,04/12/2020,4k763x9880c9:56913
7963,perdida,04/12/2020,5m781y1083d8:29587
8483,renovacion,04/12/2020,7v906v1662p2:61963
2951,renovacion,04/12/2020,7o198u7444n2:22188
985,nuevo,04/12/2020,3y223a2551s3:53739
3578,renovacion,04/12/2020,5h212n4303x3:17082
2128,nuevo,04/12/2020,6n586b6046z1:55609
7952,nuevo,04/12/2020,5s291n4122v7:69952
4264,nuevo,04/12/2020,9i627h8517c7:34809
7218,perdida,04/12/2020,7k767t5073w5:74682
8557,renovacion,04/12/2020,8p708d6785s2:66036
9425,renovacion,04/12/2020,4r358z4833g0:41646
9260,renovacion,04/12/2020,3r522s8589d0:60732
6268,renovacion,04/12/2020,1q721e5572a3:24421
1121,renovacion,04/12/2020,2c618k3195o8:57309
6455,perdida,04/12/2020,9u155f7443i6:90817
9672,nuevo,04/12/2020,6m375f1493r8:83498
7181,nuevo,04/12/2020,4m560x6277i3:39270
2944,perdida,04/12/2020,8s978r3573o2:47159
6534,nuevo,04/12/2020,6g306y3298h9:71731
9473,nuevo,04/12/2020,1c759m2861k0:92231
7677,nuevo,04/12/2020,2h318y6079s3:46588
5616,renovacion,04/12/2020,9q654h2405q6:45424
1162,renovacion,04/12/2020,9b589k1073l8:73581
9686,renovacion,04/12/2020,7v258w1795p4:54509
1237,renovacion,04/12/2020,1w364j7673j2:99733
8441,perdida,04/12/2020,1z999o4000w6:46208
815,nuevo,04/12/2020,7v532r7293a7:33881
1578,renovacion,04/12/2020,6e537d2026q6:39050
4322,nuevo,04/12/2020,7d755n1349g3:88811
9277,renovacion,04/12/2020,8y668b9759a1:63214
41,nuevo,04/12/2020,1i446a1014g5:57500
6341,renovacion,04/12/2020,7o931s1145k1:31612
1895,renovacion,04/12/2020,8i152u8615o7:93867
5716,nuevo,04/12/2020,8b268l5879s6:88187
6841,renovacion,04/12/2020,7s425g9560x5:81266
5566,nuevo,04/12/2020,7d342x3613n8:51531
1911,renovacion,04/12/2020,3z906k2401k6:26198
5022,perdida,04/12/2020,3d625t4691d0:45364
7310,renovacion,04/12/2020,1c696f6370m6:93519
5256,nuevo,04/12/2020,1z841g5923b6:37887
6275,nuevo,04/12/2020,5w800r5907b1:97340
7047,perdida,04/12/2020,6u332h8833b6:34388
6895,nuevo,04/12/2020,8t423i8163k5:43931
2748,nuevo,04/12/2020,4o134q8453o1:30109
126,nuevo,04/12/2020,7z101w7727t4:93984
7719,renovacion,04/12/2020,1f141v5244p1:44697
8433,renovacion,04/12/2020,3p677p2703q3:94430
6359,nuevo,04/12/2020,2y167c5661r7:21665
7356,renovacion,04/12/2020,1n893a3655k5:31750
5816,renovacion,04/12/2020,1l887l3641z2:75488
9658,renovacion,04/12/2020,8s257d4884s5:56769
824,renovacion,04/12/2020,7j400b3874t4:10882
1947,nuevo,04/12/2020,5m354r6162j2:48361
6013,renovacion,04/12/2020,5g569j6941n5:35623
6648,renovacion,04/12/2020,5q509u9246u0:31886
2595,renovacion,04/12/2020,3p585k8461n6:56776
5278,nuevo,04/12/2020,5q101n9858y0:83558
4199,perdida,07/12/2020,3d170w5428g8:59550
7737,renovacion,07/12/2020,7t145w8410o4:48281
2376,perdida,07/12/2020,4i684s9414n7:30788
4945,nuevo,07/12/2020,1b783g1907x4:91959
2252,perdida,07/12/2020,1i917t6658y1:91707
7617,perdida,07/12/2020,5u839z3515u4:99240
306,renovacion,07/12/2020,4t826r2311x5:91023
4415,renovacion,07/12/2020,9g818h8339t0:73248
6025,renovacion,07/12/2020,7c513u6498c9:13771
4089,renovacion,07/12/2020,3l913f9749i1:97566
6549,perdida,07/12/2020,3a106o6191i1:16538
7423,renovacion,07/12/2020,9b726m6150u2:32654
3105,nuevo,07/12/2020,9l400q3027v1:26490
8934,perdida,07/12/2020,7z222f8494w6:27894
5737,perdida,07/12/2020,4l369i1019i0:30872
8721,nuevo,07/12/2020,8d366p4097o9:75915
6379,renovacion,07/12/2020,2d193w4731k2:19604
8916,renovacion,07/12/2020,3u635s4704p6:68055
6913,nuevo,07/12/2020,4t696r2977q2:21881
8737,renovacion,07/12/2020,8r715k9241d2:52087
4754,nuevo,07/12/2020,4k888n5522n5:57669
6129,nuevo,07/12/2020,1z509k7594m8:79748
6923,renovacion,07/12/2020,4w355z4136g4:56201
1660,renovacion,07/12/2020,1v834s3785c6:66404
8513,nuevo,07/12/2020,6e998d5621t5:29483
3977,renovacion,07/12/2020,9q515u9503n1:47843
3749,nuevo,07/12/2020,6o589a9591s7:42060
3207,nuevo,07/12/2020,4q354q7642m8:99665
7692,perdida,07/12/2020,1n942f4758i4:73363
2961,perdida,07/12/2020,7u900t3702g4:53809
7694,nuevo,07/12/2020,1g974r6677q0:90854
6478,nuevo,07/12/2020,1i338x5456k0:27589
8291,nuevo,07/12/2020,6w939t7831v6:40071
7079,nuevo,07/12/2020,1u569k4140x9:92482
9469,renovacion,07/12/2020,9t999s8543w6:97649
3170,renovacion,07/12/2020,6t955c9857n9:57237
8238,renovacion,07/12/2020,5t792e4089t5:24617
7607,renovacion,07/12/2020,4m375l3596t8:91647
6260,renovacion,07/12/2020,6k850u4791v8:93822
4550,nuevo,07/12/2020,4k915a3975w5:76766
9653,renovacion,07/12/2020,6r783o8659a0:69699
7943,renovacion,07/12/2020,4q312d6838z8:90360
4542,perdida,07/12/2020,4z890m5079f9:83375
7019,perdida,07/12/2020,4j233a5787d7:99935
7316,renovacion,07/12/2020,5c437v4340x1:88883
9463,nuevo,07/12/2020,7q441t3030f0:73788
3365,renovacion,07/12/2020,6u926f8289x6:87582
6395,renovacion,07/12/2020,9y364i2449f7:71957
1277,nuevo,07/12/2020,3l451j6025x0:78598
8328,perdida,07/12/2020,9f251b2611g4:31801
1128,renovacion,07/12/2020,4g873l3543b9:47655
9696,renovacion,07/12/2020,3m692h9368l7:25480
7672,perdida,07/12/2020,8x933b1300a0:27283
2473,renovacion,07/12/2020,8t868x8305x1:16974
8961,nuevo,07/12/2020,5o772f9668y3:69962
2689,renovacion,07/12/2020,3a652g7038n2:30960
8076,renovacion,07/12/2020,2e436g4568y4:14079
4673,perdida,07/12/2020,8i103z7876o6:65450
3518,nuevo,07/12/2020,1w671s7245c2:59426
8935,nuevo,07/12/2020,6f142x2642q3:33869
9920,renovacion,07/12/2020,8k920p7756y7:71025
8269,nuevo,07/12/2020,6u791n6583v0:21006
4130,renovacion,07/12/2020,3p611n3019j7:40276
2966,nuevo,07/12/2020,4e437u5058h8:13932
564,renovacion,07/12/2020,2i196e4641d0:96827
1374,renovacion,07/12/2020,5z698q5853m7:24071
3309,perdida,07/12/2020,5s832x8767x2:56217
2458,renovacion,07/12/2020,4s282s5427i9:63585
974,renovacion,07/12/2020,3t481w8697j8:23878
3405,renovacion,07/12/2020,3r992d9747v2:21967
7097,renovacion,07/12/2020,2o675c5402w3:61516
1224,renovacion,07/12/2020,2t891p3012g3:44790
4677,renovacion,07/12/2020,9p570k2269t2:55405
6996,renovacion,07/12/2020,3v705b4935y6:99534
7213,perdida,07/12/2020,9y956w1956x6:86146
9907,renovacion,07/12/2020,3w375m4767f9:54831
7163,nuevo,07/12/2020,1z462g1313a6:24001
4878,renovacion,07/12/2020,3y371u2055z1:64415
1075,renovacion,07/12/2020,4q853b6340s6:82349
8745,renovacion,07/12/2020,7w798q7328a3:25690
6181,renovacion,07/12/2020,3p439v5708a3:61118
1543,renovacion,07/12/2020,2q306r5761a1:51120
9799,nuevo,07/12/2020,5s678i8683w2:92166
4406,renovacion,07/12/2020,5x643o5732p4:42716
7228,nuevo,07/12/2020,7q121e4127s7:67077
8246,renovacion,07/12/2020,8s340i5806w7:77792
6171,nuevo,07/12/2020,9v537c4951b3:91546
2416,nuevo,07/12/2020,6n128g5632n2:94079
9189,nuevo,07/12/2020,8j700m3774a8:59778
7626,perdida,07/12/2020,3y328f6884m6:87749
478,renovacion,07/12/2020,6g928p1750n4:62846
866,renovacion,07/12/2020,8m502z8229r7:56413
9311,renovacion,07/12/2020,4u798m3439b7:82201
977,renovacion,07/12/2020,2l839g3812s2:90190
8524,renovacion,07/12/2020,1v138k1036g8:38954
4472,renovacion,07/12/2020,6v926o2520h9:24689
5443,renovacion,07/12/2020,4n443p8489h9:27564
6752,nuevo,07/12/2020,5a824g9123h9:49654
4223,renovacion,07/12/2020,1k423d2603x7:99095
681,renovacion,07/12/2020,1q514v7777i0:47623
287,renovacion,07/12/2020,4g290z9091u7:40905
1635,renovacion,07/12/2020,4i976n7085h7:27835
5032,renovacion,07/12/2020,4w815z7032j2:64247
1853,nuevo,07/12/2020,2r297c6704s0:10125
5264,perdida,07/12/2020,6o617q7473s0:53530
600,nuevo,07/12/2020,3g108n9175o5:52259
6290,renovacion,07/12/2020,7b862h4925n8:78267
6799,nuevo,07/12/2020,5h454o1246p3:54112
1844,nuevo,07/12/2020,3e881z8746e0:52798
3726,perdida,07/12/2020,1p465c5387e7:99204
2281,perdida,07/12/2020,8z923z6521x4:44047
8932,nuevo,07/12/2020,3p177m3386a2:20123
2418,renovacion,07/12/2020,7f277s6723g5:28957
2296,renovacion,07/12/2020,9n747p4889f9:79738
9114,renovacion,07/12/2020,3g734m9339n5:69806
9211,renovacion,07/12/2020,4n794z9140r1:65965
5320,renovacion,07/12/2020,7s860d5873j6:39526
9935,renovacion,07/12/2020,2k347d2932i1:95739
69,perdida,07/12/2020,5w902v1001o6:43865
6008,nuevo,07/12/2020,1i856j2738f0:86955
3577,nuevo,07/12/2020,2j437x2535r7:43846
7279,renovacion,07/12/2020,6c115o1729m1:20779
2504,perdida,07/12/2020,8e811s4031c5:36564
5191,renovacion,07/12/2020,5j602l8570i5:23202
9956,renovacion,07/12/2020,1u356x8161n1:60865
8470,renovacion,07/12/2020,7z927z6593w8:64021
3442,nuevo,07/12/2020,2k311d6122k7:17158
4827,renovacion,07/12/2020,1a325x1095d1:59942
317,renovacion,07/12/2020,4h711u9052x1:88966
63,renovacion,07/12/2020,6l867g9003l8:50391
5244,renovacion,07/12/2020,2w896m1522w9:65559
2685,perdida,07/12/2020,7g667h2028v1:72013
6658,renovacion,07/12/2020,2m585o5698u3:17627
841,perdida,07/12/2020,9v526n2767l6:54797
3176,renovacion,07/12/2020,2i662l7557e2:78114
5850,renovacion,07/12/2020,1b972x3585h3:68403
3876,renovacion,07/12/2020,3u894h6282f4:22710
1860,renovacion,07/12/2020,4n649x8539r6:30225
951,nuevo,07/12/2020,3d839z5838b9:49733
997,nuevo,07/12/2020,6f615u4344g4:56722
5987,perdida,07/12/2020,6k854y1875d8:59695
5097,renovacion,07/12/2020,5z565k7117q9:19538
494,nuevo,07/12/2020,5e401i8556a9:48684
5135,renovacion,07/12/2020,8a318k3134t2:99279
1787,renovacion,07/12/2020,2z819l4894j6:88120
1868,renovacion,07/12/2020,9s346r9173i0:50587
4849,nuevo,07/12/2020,3l168k2169w5:15797
8755,perdida,07/12/2020,9w927z9388r7:66027
6529,nuevo,07/12/2020,2t478o1092z1:51004
