id,nombre_completo,ciudad,banco,nro_transaccion,fecha,hora,monto,comentarios
1879,Jermayne Capitano,Cochabamba,Otros,3.55017E+15,28/11/2020,11:13,17.00,
1880,Had Ollin,Cochabamba,Banco Union,6.30463E+17,08/11/2020,17:25,17.00,
1881,Hugh Claridge,Cochabamba,Banco Union,6.70677E+17,08/12/2020,13:35,17.00,pagado
1882,Gardiner Barabisch,Cochabamba,Otros,3.56405E+15,12/12/2020,14:25,17.00,
1883,Derick Raycroft,Cochabamba,Banco Union,5.29667E+15,17/11/2020,07:03,17.00,ci caduco
1884,Gerianna Kitchingman,Cochabamba,Banco Union,3.57686E+15,30/11/2020,07:57,17.00,
1885,Allen Hurll,Cochabamba,Banco Union,3.58938E+15,22/11/2020,13:56,17.00,
1886,Ardath Blakeborough,Cochabamba,Otros,2.01731E+14,14/12/2020,08:38,17.00,
1887,Pamela Rankine,Cochabamba,Otros,3.53587E+15,03/12/2020,16:46,17.00,
1888,Abel Tomaskunas,Cochabamba,Banco Union,3.55301E+15,06/12/2020,08:20,17.00,
1889,Guilbert Sarath,Cochabamba,Otros,5.00767E+15,30/11/2020,06:58,17.00,
1890,Lauraine Wellbeloved,Cochabamba,Banco Union,3.55373E+15,07/11/2020,13:43,17.00,
1891,Kirby Deluca,Cochabamba,Banco Union,3.56994E+15,20/11/2020,13:17,17.00,
1892,Abel Fisbburne,Cochabamba,Banco Union,3.588E+15,23/11/2020,14:25,17.00,
1893,Farand Redsull,Cochabamba,Banco Union,3.02095E+13,01/12/2020,06:27,17.00,
1894,Mel Krauss,Cochabamba,Otros,3.58771E+15,10/12/2020,11:57,17.00,s/n
1895,Dolores Boldra,Cochabamba,Banco Union,6.33111E+15,10/11/2020,15:11,17.00,
1896,Katerine Heighway,Cochabamba,Banco Union,3.53583E+15,15/11/2020,17:06,17.00,
1897,Faun Kumaar,Cochabamba,Otros,3.56334E+15,09/11/2020,14:58,17.00,
1898,Amber Cale,Cochabamba,Banco Union,4.40554E+15,18/11/2020,08:37,17.00,sn/ numero
1899,Drugi Devanney,Cochabamba,Banco Union,5.00235E+15,09/11/2020,09:16,17.00,
1900,Norry Beacham,Cochabamba,Banco Union,3.54291E+15,07/11/2020,10:00,17.00,s/n
1901,Sarene Sellen,Cochabamba,Banco Union,3.5685E+15,26/11/2020,09:36,17.00,
1902,Norry Coton,Cochabamba,Banco Union,3.54918E+15,13/12/2020,09:41,17.00,
1903,Douglass McIsaac,Cochabamba,Banco Union,3.57261E+15,30/11/2020,12:17,17.00,corresponsal
1904,Sukey Machel,Cochabamba,Banco Union,4.50863E+15,06/11/2020,10:05,17.00,
1905,Gisele Dimont,Cochabamba,Banco Union,3.57078E+15,12/11/2020,11:37,17.00,
1906,Wadsworth Constant,Cochabamba,Banco Union,4.01795E+12,05/12/2020,15:42,17.00,ci caduco
1907,Bessy Scopyn,Cochabamba,Banco Union,3.58449E+15,22/11/2020,09:45,17.00,
1908,Fredi Girardet,Cochabamba,Banco Union,3.04929E+13,07/11/2020,09:43,17.00,
1909,Francois Durtnal,Cochabamba,Banco Union,3.56518E+15,21/11/2020,13:09,17.00,
1910,Reynard Duberry,Cochabamba,Banco Union,5.10876E+15,04/11/2020,17:25,17.00,
1911,Raul McShea,Cochabamba,Banco Union,3.53434E+15,11/11/2020,13:58,17.00,
1912,Gaynor Jackways,Cochabamba,Otros,6.75984E+17,08/12/2020,16:10,17.00,sn/ numero
1913,Torey Titchard,Cochabamba,Banco Union,6.76179E+17,07/12/2020,08:46,17.00,corresponsal
1914,Melantha Tibbotts,Cochabamba,Banco Union,5.49654E+15,12/12/2020,11:54,17.00,
1915,Wayland Spittal,Cochabamba,Banco Union,4.04138E+15,01/12/2020,14:37,17.00,
1916,Ludwig Stading,Cochabamba,Banco Union,3.53473E+15,28/11/2020,15:11,17.00,corresponsal
1917,Jessika Donn,Cochabamba,Banco Union,3.55611E+15,26/11/2020,15:05,17.00,s/n boleta sufragio
1918,Morgun Thorlby,Cochabamba,Banco Union,3.57241E+15,07/12/2020,17:01,17.00,
1919,Conant Olivella,Cochabamba,Otros,3.53454E+15,14/12/2020,16:55,17.00,
1920,Karine Muirden,Cochabamba,Banco Union,3.57916E+15,15/12/2020,11:08,17.00,
1921,Stanton New,Cochabamba,Banco Union,3.54807E+15,09/12/2020,13:43,17.00,
1922,Jerrome Huzzey,Cochabamba,Banco Union,5.61035E+18,23/11/2020,16:59,17.00,s/n
1923,Herbie Hanscombe,Cochabamba,Banco Union,5.53271E+15,12/12/2020,13:14,17.00,
1924,Aggi Jutson,Cochabamba,Banco Union,3.57967E+15,04/11/2020,13:32,17.00,s/n
1925,Hana Schroter,Cochabamba,Banco Union,5.42535E+15,12/11/2020,11:18,17.00,s/n boleta sufragio
1926,Vick Zorer,Cochabamba,Banco Union,3.54162E+15,02/11/2020,14:15,17.00,corresponsal
1927,Kenneth Mayell,Cochabamba,Banco Union,5.1707E+15,22/11/2020,11:07,17.00,
1928,Benyamin Lathwell,Cochabamba,Banco Union,5.16998E+15,09/12/2020,07:31,17.00,
1929,Erna Dewey,Cochabamba,Banco Union,3.43292E+14,02/12/2020,11:05,17.00,sn/ numero
1930,Tami Fakeley,Cochabamba,Banco Union,3.5717E+15,16/11/2020,07:37,17.00,
1931,Laurice Reavell,Cochabamba,Banco Union,5.22693E+15,02/12/2020,14:48,17.00,
1932,Romona List,Cochabamba,Banco Union,3.54328E+15,07/12/2020,13:57,17.00,s/n correo
1933,Rochell Thorowgood,Cochabamba,Banco Union,5.60224E+15,10/11/2020,14:43,17.00,
1934,Sisely Wildber,Cochabamba,Otros,5.10875E+15,04/11/2020,14:36,17.00,
1935,Wakefield Orton,Cochabamba,Banco Union,4.91396E+15,03/11/2020,08:51,17.00,
1936,Ted Cassie,Cochabamba,Otros,3.53781E+15,29/11/2020,16:20,17.00,corresponsal
1937,Arin Beament,Cochabamba,Banco Union,3.54494E+15,12/12/2020,06:31,17.00,
1938,Ancell Mashal,Cochabamba,Banco Union,4.84463E+15,27/11/2020,07:11,17.00,
1939,Staci Cathie,Cochabamba,Banco Union,3.02546E+13,17/11/2020,12:10,17.00,
1940,Tamiko Addekin,Cochabamba,Banco Union,3.01859E+13,08/12/2020,14:25,17.00,
1941,Pietro Lambdean,Cochabamba,Banco Union,6.76215E+18,26/11/2020,14:20,17.00,
1942,Lissie McRinn,Cochabamba,Banco Union,6.3943E+15,13/11/2020,09:58,17.00,s/n
1943,Matthus Moulton,Cochabamba,Banco Union,3.53655E+15,24/11/2020,10:13,17.00,
1944,Aluin Frain,Cochabamba,Banco Union,6.3311E+15,05/12/2020,11:20,17.00,
1945,Kamila Cariss,Cochabamba,Banco Union,5.00236E+15,19/11/2020,14:00,17.00,
1946,Herby Bass,Cochabamba,Banco Union,4.175E+15,11/11/2020,11:11,17.00,s/n
1947,Jaquenetta Diben,Cochabamba,Banco Union,4.91738E+15,15/12/2020,14:24,17.00,
1948,Susette De Domenici,Cochabamba,Banco Union,5.4432E+15,26/11/2020,14:58,17.00,corresponsal
1949,Kayne Linwood,Cochabamba,Banco Union,3.44355E+14,01/11/2020,16:35,17.00,
1950,Nissy Danilchik,Cochabamba,Banco Union,5.60223E+17,11/11/2020,07:33,17.00,
1951,Buck Besant,Cochabamba,Banco Union,5.60222E+15,17/11/2020,16:08,17.00,s/n
1952,Otis Doctor,Cochabamba,Otros,3.54047E+15,03/11/2020,14:26,17.00,
1953,Ginni Zannotelli,Cochabamba,Banco Union,5.60222E+17,07/12/2020,11:07,17.00,
1954,Keslie Slavin,Cochabamba,Banco Union,6.76139E+16,23/11/2020,08:32,17.00,sn/ numero
1955,Newton Pontefract,Cochabamba,Otros,6.76731E+18,26/11/2020,08:02,17.00,sn/ numero
1956,Benetta Mardy,Cochabamba,Banco Union,3.04972E+13,21/11/2020,16:59,17.00,s/n boleta sufragio
1957,Cole Soame,Cochabamba,Otros,5.60222E+15,02/11/2020,17:38,17.00,
1958,Corissa Aron,Cochabamba,Banco Union,3.55954E+15,14/12/2020,15:13,17.00,
1959,Tobe Dunrige,Cochabamba,Otros,3.5791E+15,22/11/2020,06:15,17.00,
1960,Olympia Gullane,Cochabamba,Otros,3.53258E+15,28/11/2020,07:23,17.00,ci caduco
1961,Teena Abbay,Cochabamba,Banco Union,6.70932E+18,03/12/2020,15:52,17.00,
1962,Rozelle Hamblin,Cochabamba,Banco Union,5.60226E+15,11/11/2020,08:41,17.00,
1963,Gonzalo Hanburry,Cochabamba,Banco Union,3.57911E+15,08/11/2020,06:03,17.00,
1964,Ignacius McTavy,Cochabamba,Banco Union,5.58809E+15,22/11/2020,07:42,17.00,sn/ numero
1965,Caryl Gamwell,Cochabamba,Banco Union,3.55702E+15,29/11/2020,11:15,17.00,
1966,Aila Exon,Cochabamba,Banco Union,3.53404E+15,21/11/2020,10:31,17.00,
1967,Mira Dinnis,Cochabamba,Banco Union,5.35394E+15,24/11/2020,15:02,17.00,
1968,Daryl Artingstall,Cochabamba,Banco Union,4.02627E+15,13/12/2020,06:35,17.00,
1969,Loella Karolyi,Cochabamba,Banco Union,4.50814E+15,07/11/2020,15:30,17.00,
1970,Maryanne McCutheon,Cochabamba,Banco Union,3.53738E+15,02/12/2020,10:37,17.00,
1971,Clemence Rangall,Cochabamba,Banco Union,5.10017E+15,16/11/2020,17:38,17.00,ci caduco
1972,Conrado Ingarfill,Cochabamba,Banco Union,3.57956E+15,13/12/2020,06:04,17.00,
1973,Theo Cullum,Cochabamba,Otros,6.76323E+15,01/12/2020,15:11,17.00,
1974,Hillard Huc,Cochabamba,Banco Union,3.02852E+13,03/11/2020,14:33,17.00,s/n
1975,Jaclin Oakwell,Cochabamba,Otros,3.71759E+14,25/11/2020,17:34,17.00,
1976,Shayne Frome,Cochabamba,Banco Union,4.93646E+18,06/12/2020,15:20,17.00,s/n boleta sufragio
1977,Valery Thwaites,Cochabamba,Banco Union,4.50821E+15,08/12/2020,09:50,17.00,pagado
1978,Clarance Rawlinson,Cochabamba,Banco Union,6.04658E+17,16/11/2020,16:19,17.00,s/n
1979,Hercules Artis,Cochabamba,Banco Union,6.76289E+16,08/11/2020,06:34,17.00,
1980,Miquela Ruger,Cochabamba,Banco Union,4.84455E+15,26/11/2020,17:27,17.00,
1981,Merrill Huc,Cochabamba,Otros,3.58556E+15,23/11/2020,16:29,17.00,
1982,Ailis Huntress,Cochabamba,Banco Union,3.55525E+15,07/11/2020,16:12,17.00,
1983,Dougy Ingledow,Cochabamba,Banco Union,3.54489E+15,12/12/2020,12:00,17.00,
1984,Karol Rammell,Cochabamba,Banco Union,5.60223E+15,29/11/2020,07:33,17.00,
1985,Bond Harwell,Cochabamba,Otros,5.10014E+15,24/11/2020,10:20,17.00,
1986,Jaynell Brunke,Cochabamba,Banco Union,3.0089E+13,13/11/2020,10:14,17.00,s/n boleta sufragio
1987,Ciel Cosford,Cochabamba,Otros,4.02661E+15,14/12/2020,15:10,17.00,
1988,Lucita Boulger,Cochabamba,Banco Union,4.02665E+15,11/11/2020,07:26,17.00,
1989,Glen Rathmell,Cochabamba,Banco Union,5.6106E+16,12/11/2020,07:56,17.00,
1990,Georgeta Pauluzzi,Cochabamba,Banco Union,3.52959E+15,03/12/2020,12:13,17.00,
1991,Michele Macias,Cochabamba,Otros,3.57821E+15,14/11/2020,14:42,17.00,s/n
1992,Alexia Hartles,Cochabamba,Otros,3.63452E+13,06/12/2020,11:22,17.00,s/n correo
1993,Myrna Chantler,Cochabamba,Otros,3.53225E+15,08/12/2020,17:32,17.00,corresponsal
1994,Rosaleen Toping,Cochabamba,Banco Union,6.33446E+15,04/12/2020,11:21,17.00,s/n correo
1995,Godard Pattini,Cochabamba,Otros,3.57317E+15,09/11/2020,08:46,17.00,
1996,Patin Frid,Cochabamba,Banco Union,3.5794E+15,03/12/2020,15:55,17.00,s/n boleta sufragio
1997,Serena Sword,Cochabamba,Banco Union,5.61062E+17,11/12/2020,14:03,17.00,s/n
1998,Ashlin Podmore,Cochabamba,Otros,4.04159E+12,07/12/2020,10:32,17.00,s/n boleta sufragio
1999,Parrnell Bestwick,Cochabamba,Banco Union,2.01775E+14,25/11/2020,10:50,17.00,
2000,Denyse Shrimptone,Cochabamba,Banco Union,3.57013E+15,11/12/2020,15:30,17.00,
2001,Ruddie Deniseau,Cochabamba,Otros,4.84457E+15,30/11/2020,06:47,17.00,
2002,Rosalia Perfili,Cochabamba,Otros,4.40564E+15,09/11/2020,17:28,17.00,
2003,Tandi Lias,Cochabamba,Otros,5.57454E+15,23/11/2020,16:07,17.00,
2004,Christos Minthorpe,Cochabamba,Otros,3.55467E+15,17/11/2020,14:01,17.00,
2005,Latrena Lucius,Cochabamba,Banco Union,5.33514E+15,25/11/2020,10:19,17.00,sn/ numero
2006,Griff Laister,Cochabamba,Banco Union,5.60225E+16,08/12/2020,15:37,17.00,
2007,Philippine Pyecroft,Cochabamba,Banco Union,4.91398E+15,10/11/2020,17:33,17.00,s/n correo
2008,Patrizius Denyagin,Cochabamba,Banco Union,3.74288E+14,04/12/2020,13:32,17.00,s/n correo
2009,Onofredo Simonnin,Cochabamba,Otros,6.75924E+15,30/11/2020,11:52,17.00,s/n boleta sufragio
2010,Britni Balfre,Cochabamba,Banco Union,3.55427E+15,01/12/2020,12:51,17.00,
2011,Odette Miskimmon,Cochabamba,Banco Union,5.00767E+15,01/11/2020,13:30,17.00,
2012,Bonnee Balderson,Cochabamba,Banco Union,3.5442E+15,16/11/2020,15:45,17.00,
2013,Lennard Halcro,Cochabamba,Banco Union,3.56275E+15,14/12/2020,09:40,17.00,
2014,Padriac Keemer,Cochabamba,Otros,6.30485E+18,13/12/2020,07:23,17.00,
2015,Brooke Villalta,Cochabamba,Banco Union,5.11137E+15,12/12/2020,09:38,17.00,
2016,Rance Kittow,Cochabamba,Banco Union,6.30432E+17,23/11/2020,16:16,17.00,ci caduco
2017,Guntar Swaine,Cochabamba,Banco Union,5.53436E+15,06/11/2020,16:13,17.00,sn/ numero
2018,Urbano Vispo,Cochabamba,Banco Union,3.57022E+15,05/12/2020,17:45,17.00,pagado
2019,Amalita Brimmicombe,Cochabamba,Otros,3.56996E+15,10/12/2020,07:06,17.00,
2020,Evangelina Nares,Cochabamba,Otros,6.3311E+15,05/11/2020,12:07,17.00,
2021,Lidia Ivatts,Cochabamba,Banco Union,3.57438E+15,01/11/2020,10:23,17.00,
2022,Sax Hidderley,Cochabamba,Banco Union,3.54999E+15,18/11/2020,11:37,17.00,corresponsal
2023,Betteanne Danis,Cochabamba,Banco Union,6.75925E+16,05/11/2020,08:16,17.00,
2024,Barry Kaas,Cochabamba,Banco Union,3.58669E+15,03/11/2020,13:11,17.00,
2025,Gareth Cess,Cochabamba,Banco Union,3.55647E+15,15/12/2020,15:58,17.00,
2026,Gilda Troop,Cochabamba,Banco Union,3.58222E+15,20/11/2020,09:16,17.00,
2027,Elga Youngman,Cochabamba,Otros,6.39237E+15,14/11/2020,16:36,17.00,
2028,Moe Wallsworth,Cochabamba,Otros,6.75978E+16,09/11/2020,16:15,17.00,
2029,Letizia Boswood,Cochabamba,Banco Union,3.56212E+15,17/11/2020,09:00,17.00,
2030,Margery Drivers,Cochabamba,Otros,5.00767E+15,27/11/2020,14:24,17.00,
2031,Pierrette McKendo,Cochabamba,Banco Union,6.30476E+15,02/11/2020,14:53,17.00,
2032,Gunar Benkhe,Cochabamba,Banco Union,5.89373E+15,05/12/2020,16:28,17.00,s/n boleta sufragio
2033,Wrennie Goforth,Cochabamba,Banco Union,3.57842E+15,18/11/2020,17:02,17.00,
2034,Dewey Waldrum,Cochabamba,Banco Union,3.46338E+14,06/12/2020,15:31,17.00,
2035,Wenda Fillery,Cochabamba,Banco Union,6.77121E+15,01/11/2020,12:56,17.00,s/n correo
2036,Sukey Ixer,Cochabamba,Banco Union,5.04838E+15,11/11/2020,06:04,17.00,
2037,Lanette Twitching,Cochabamba,Banco Union,5.00235E+15,04/11/2020,07:24,17.00,s/n boleta sufragio
2038,Klement Cardow,Cochabamba,Banco Union,6.30471E+18,29/11/2020,13:29,17.00,ci caduco
2039,Phip Freschini,Cochabamba,Otros,3.53473E+15,04/12/2020,08:30,17.00,sn/ numero
2040,Eleanore Pieter,Cochabamba,Otros,3.57913E+15,18/11/2020,09:14,17.00,
2041,Devon Workman,Cochabamba,Banco Union,2.01803E+14,10/11/2020,09:43,17.00,
2042,Parnell McNirlan,Cochabamba,Banco Union,2.01874E+14,07/12/2020,17:39,17.00,corresponsal
2043,Belvia Snoddy,Cochabamba,Banco Union,3.56131E+15,12/12/2020,11:25,17.00,
2044,Constance Clash,Cochabamba,Banco Union,5.60223E+15,10/11/2020,08:00,17.00,
2045,Cassi Trewhitt,Cochabamba,Banco Union,5.60224E+15,22/11/2020,08:20,17.00,
2046,Leupold Dewsbury,Cochabamba,Banco Union,5.44495E+15,30/11/2020,08:33,17.00,pagado
2047,Zena Plummer,Cochabamba,Banco Union,4.91174E+17,10/12/2020,10:09,17.00,corresponsal
2048,Yancey Bonnell,Cochabamba,Banco Union,5.56634E+15,09/12/2020,11:26,17.00,
2049,Wyatan Heaslip,Cochabamba,Banco Union,3.74288E+14,08/11/2020,13:06,17.00,ci caduco
2050,Callida Dyball,Cochabamba,Banco Union,4.91706E+15,07/12/2020,17:52,17.00,
2051,Reinhold Lauchlan,Cochabamba,Otros,3.55302E+15,03/12/2020,08:54,17.00,
2052,Osborne Goracci,Cochabamba,Otros,4.91148E+15,06/11/2020,06:05,17.00,s/n
2053,Cosme Gerardi,Cochabamba,Banco Union,3.56186E+15,12/11/2020,12:28,17.00,
2054,Kanya Ebbers,Cochabamba,Banco Union,4.91115E+15,03/11/2020,08:31,17.00,s/n boleta sufragio
2055,Bartolomeo Drinkhall,Cochabamba,Banco Union,5.64183E+15,01/12/2020,17:29,17.00,
2056,Masha Kamien,Cochabamba,Otros,6.75932E+18,29/11/2020,13:25,17.00,
2057,Doretta Smaling,Cochabamba,Banco Union,3.01388E+13,19/11/2020,13:53,17.00,
2058,Ilaire Schelle,Cochabamba,Banco Union,6.37278E+15,03/11/2020,12:54,17.00,
2059,Nariko Kornilyev,Cochabamba,Banco Union,3.54962E+15,11/12/2020,15:10,17.00,
2060,Aldus Esposita,Cochabamba,Banco Union,4.01535E+15,28/11/2020,11:36,17.00,
2061,Abey Stansall,Cochabamba,Banco Union,3.56246E+15,11/12/2020,16:58,17.00,
2062,Sanson Gurley,Cochabamba,Banco Union,3.56265E+15,17/11/2020,15:38,17.00,s/n
2063,Krishnah Kettle,Cochabamba,Otros,3.04111E+13,19/11/2020,17:56,17.00,
2064,Farand Vicioso,Cochabamba,Otros,5.10014E+15,14/12/2020,12:38,17.00,
2065,Jessee Cod,Cochabamba,Banco Union,3.56275E+15,02/12/2020,06:26,17.00,
2066,Dawn Wafer,Cochabamba,Banco Union,5.60223E+17,20/11/2020,13:43,17.00,
2067,Cass Stotherfield,Cochabamba,Banco Union,6.3311E+17,24/11/2020,10:29,17.00,
2068,Parker Trusty,Cochabamba,Banco Union,3.53862E+15,10/12/2020,16:22,17.00,
2069,Steven Ciccoloi,Cochabamba,Banco Union,6.33111E+17,06/12/2020,10:43,17.00,s/n correo
2070,Brendan Janos,Cochabamba,Banco Union,3.52937E+15,13/12/2020,08:32,17.00,pagado
2071,Ennis Struis,Cochabamba,Otros,5.27471E+15,03/11/2020,12:56,17.00,
2072,Juline Harberer,Cochabamba,Banco Union,3.5596E+15,08/12/2020,16:08,17.00,
2073,Catherina Brettor,Cochabamba,Banco Union,6.33354E+17,07/12/2020,15:39,17.00,
2074,Molly Hawke,Cochabamba,Banco Union,5.10014E+15,26/11/2020,16:16,17.00,
2075,Gabe Mongeot,Cochabamba,Otros,6.7616E+17,07/12/2020,10:13,17.00,
2076,Odelinda Petrelli,Cochabamba,Banco Union,3.56423E+15,05/12/2020,14:34,17.00,
2077,Marje Havock,Cochabamba,Banco Union,3.57138E+15,24/11/2020,12:59,17.00,sn/ numero
2078,Lorry Althrope,Cochabamba,Banco Union,6.33355E+17,08/11/2020,14:17,17.00,
2079,Lolita Coulthard,Cochabamba,Banco Union,6.33406E+17,23/11/2020,09:44,17.00,sn/ numero
2080,Monro Huckerby,Cochabamba,Banco Union,3.5405E+15,09/12/2020,12:58,17.00,pagado
2081,Sibylle Remon,Cochabamba,Banco Union,3.5554E+15,15/12/2020,10:54,17.00,
2082,Kareem Stopps,Cochabamba,Banco Union,3.74622E+14,11/11/2020,07:04,17.00,
2083,Michaela Tattershaw,Cochabamba,Banco Union,5.64182E+18,03/12/2020,07:43,17.00,s/n boleta sufragio
2084,Umeko Korlat,Cochabamba,Banco Union,3.0511E+13,14/11/2020,11:19,17.00,
2085,Leena Gatecliff,Cochabamba,Otros,3.78746E+14,10/11/2020,06:42,17.00,
2086,Gabriello Bedbury,Cochabamba,Banco Union,3.53292E+15,08/12/2020,12:26,17.00,
2087,John Maruska,Cochabamba,Banco Union,3.56721E+15,05/11/2020,16:23,17.00,
2088,Leontyne Capoun,Cochabamba,Banco Union,4.91186E+15,10/11/2020,07:41,17.00,
2089,Tremain MacCaig,Cochabamba,Banco Union,5.04837E+15,12/12/2020,08:12,17.00,s/n
2090,Aubine Jochens,Cochabamba,Banco Union,4.04159E+15,03/11/2020,15:57,17.00,
2091,Aline Jurkowski,Cochabamba,Banco Union,4.84448E+15,10/11/2020,11:15,17.00,
2092,Zora Ivanin,Cochabamba,Otros,3.37942E+14,06/11/2020,12:37,17.00,
2093,Bernice Tinline,Cochabamba,Banco Union,6.70601E+16,30/11/2020,16:11,17.00,s/n correo
2094,Veronike Dunkerley,Cochabamba,Banco Union,6.33111E+18,29/11/2020,10:45,17.00,pagado
2095,Gabriella Valasek,Cochabamba,Banco Union,3.05141E+13,02/12/2020,13:06,17.00,
2096,Jermayne Strivens,Cochabamba,Banco Union,5.49537E+15,02/11/2020,11:02,17.00,
2097,Rooney Chaster,Cochabamba,Banco Union,4.50834E+15,16/11/2020,15:46,17.00,sn/ numero
2098,Victor Straneo,Cochabamba,Banco Union,3.53723E+15,13/12/2020,06:20,17.00,
2099,Rem Garratty,Cochabamba,Banco Union,3.54055E+15,29/11/2020,12:55,17.00,
2100,Ali Edmead,Cochabamba,Banco Union,3.71909E+14,09/11/2020,12:09,17.00,
2101,Tandi Filde,Cochabamba,Banco Union,3.5584E+15,11/12/2020,06:31,17.00,pagado
2102,Robinette Crissil,Cochabamba,Banco Union,3.53858E+15,08/12/2020,13:52,17.00,
2103,Elisabet Broster,Cochabamba,Otros,3.55734E+15,28/11/2020,06:12,17.00,
2104,Ki Haestier,Cochabamba,Banco Union,3.74623E+14,22/11/2020,07:43,17.00,
2105,Stormi Downgate,Cochabamba,Banco Union,5.23705E+15,03/11/2020,07:38,17.00,
2106,Maye Ciciari,Cochabamba,Banco Union,3.58582E+15,09/12/2020,13:11,17.00,
2107,Phillip Gready,Cochabamba,Otros,3.54225E+15,08/11/2020,12:55,17.00,
2108,Caritta Maultby,Cochabamba,Banco Union,4.01795E+12,30/11/2020,13:01,17.00,
2109,Ariella McWhin,Cochabamba,Banco Union,3.56932E+15,14/12/2020,06:58,17.00,
2110,Billi Godon,Cochabamba,Banco Union,6.76366E+15,13/11/2020,06:42,17.00,
2111,Brandais Abramcik,Cochabamba,Otros,3.55644E+15,25/11/2020,16:23,17.00,
2112,Feliza Cromarty,Cochabamba,Banco Union,3.57095E+15,13/12/2020,08:27,17.00,
2113,Libby Larcher,Cochabamba,Banco Union,3.5758E+15,22/11/2020,08:59,17.00,
2114,Angel Uman,Cochabamba,Banco Union,3.54611E+15,08/11/2020,10:45,17.00,
2115,Candida MacGilrewy,Cochabamba,Banco Union,3.57411E+15,15/12/2020,14:52,17.00,
2116,Vikky Rowledge,Cochabamba,Banco Union,3.55907E+15,19/11/2020,06:48,17.00,
2117,Philomena Canfield,Cochabamba,Banco Union,6.30416E+16,15/11/2020,17:35,17.00,
2118,Jorge Spatig,Cochabamba,Banco Union,5.60224E+15,24/11/2020,08:17,17.00,
2119,Tobie Willars,Cochabamba,Banco Union,2.01575E+14,18/11/2020,11:04,17.00,s/n boleta sufragio
2120,Randi Velte,Cochabamba,Banco Union,3.58516E+15,03/11/2020,17:16,17.00,
2121,Susanne Fleisch,Cochabamba,Banco Union,5.60224E+15,03/12/2020,09:43,17.00,pagado
2122,Elladine Moxley,Cochabamba,Banco Union,4.91724E+15,24/11/2020,11:58,17.00,
2123,Miller Bowater,Cochabamba,Banco Union,3.55133E+15,04/11/2020,16:23,17.00,
2124,Jewel Brobak,Cochabamba,Banco Union,5.43631E+15,16/11/2020,08:28,17.00,s/n correo
2125,Charlene McLagan,Cochabamba,Banco Union,3.5897E+15,18/11/2020,08:17,17.00,
2126,Jennilee Rumsey,Cochabamba,Banco Union,3.57791E+15,11/12/2020,09:37,17.00,
2127,Boothe Hedan,Cochabamba,Banco Union,2.01648E+14,13/11/2020,16:12,17.00,
2128,Tomasina O'Dyvoie,Cochabamba,Banco Union,6.33111E+15,30/11/2020,09:33,17.00,
2129,Christin Doyland,Cochabamba,Banco Union,3.53629E+15,20/11/2020,14:55,17.00,sn/ numero
2130,Vernen Grannell,Cochabamba,Banco Union,3.58443E+15,10/11/2020,13:46,17.00,
2131,Shirlee Joy,Cochabamba,Banco Union,5.04837E+15,13/11/2020,09:19,17.00,sn/ numero
2132,Clerkclaude Pardue,Cochabamba,Banco Union,3.58059E+15,03/12/2020,14:09,17.00,corresponsal
2133,Kiley Coulbeck,Cochabamba,Otros,3.56634E+15,27/11/2020,10:30,17.00,
2134,Werner Giacomuzzo,Cochabamba,Banco Union,5.02E+15,23/11/2020,12:21,17.00,
2135,Ladonna Furtado,Cochabamba,Banco Union,6.33354E+18,15/11/2020,15:21,17.00,
2136,Deloris Knewstubb,Cochabamba,Banco Union,3.54835E+15,23/11/2020,13:51,17.00,
2137,Bari Hackey,Cochabamba,Banco Union,3.04673E+13,18/11/2020,06:44,17.00,ci caduco
2138,Korrie Sinncock,Cochabamba,Banco Union,6.70934E+16,12/12/2020,15:05,17.00,
2139,Winfield Bethune,Cochabamba,Otros,3.02277E+13,21/11/2020,13:05,17.00,corresponsal
2140,Jorey Catherine,Cochabamba,Banco Union,4.02614E+15,14/11/2020,15:49,17.00,
2141,Jessi Ottiwill,Cochabamba,Otros,5.60221E+15,02/11/2020,17:52,17.00,
2142,Neilla Marke,Cochabamba,Banco Union,3.58643E+15,01/12/2020,17:56,17.00,s/n
2143,Carlin Kedward,Cochabamba,Otros,3.56302E+15,13/12/2020,13:35,17.00,
2144,Eulalie Fredi,Cochabamba,Banco Union,3.55568E+15,09/11/2020,10:20,17.00,
2145,Minnnie Milland,Cochabamba,Banco Union,5.03894E+15,01/11/2020,14:05,17.00,ci caduco
2146,Augustine Crambie,Cochabamba,Banco Union,4.40551E+15,20/11/2020,12:59,17.00,
2147,Netti Gherardi,Cochabamba,Banco Union,3.57347E+15,07/11/2020,10:35,17.00,
2148,Viki Coverdill,Cochabamba,Otros,5.60226E+15,01/11/2020,09:03,17.00,pagado
2149,Herve Riggey,Cochabamba,Banco Union,6.76103E+15,03/11/2020,08:13,17.00,sn/ numero
2150,Elysia Ridgwell,Cochabamba,Banco Union,3.57565E+15,09/11/2020,15:14,17.00,
2151,Randi Rickford,Cochabamba,Otros,3.5799E+15,10/11/2020,08:32,17.00,
2152,Weidar Lownie,Cochabamba,Otros,3.56838E+15,08/12/2020,14:03,17.00,
2153,Darb Murrigans,Cochabamba,Banco Union,6.37725E+15,26/11/2020,06:59,17.00,s/n
2154,Nevin Elderkin,Cochabamba,Otros,5.64183E+18,30/11/2020,16:21,17.00,
2155,Aldric Wolton,Cochabamba,Banco Union,6.75951E+17,23/11/2020,09:40,17.00,corresponsal
